               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,             0.02222,           0.0038303,          0.00039855,             0.88516,             0.77817,             0.82974,             0.53616,            0.039999,           0.0030379,          0.00087636,            0.007632,            0.007632,            0.007632
                 150,            0.021675,           0.0032946,           0.0003979,             0.87979,             0.78674,             0.81208,             0.51973,            0.040697,           0.0030662,          0.00076224,            0.007616,            0.007616,            0.007616
                 151,            0.021729,           0.0037256,          0.00033426,             0.89556,             0.76151,             0.81818,             0.52798,            0.040386,           0.0031977,          0.00077542,              0.0076,              0.0076,              0.0076
                 152,            0.021843,           0.0039075,           0.0004165,             0.88123,             0.75362,             0.81114,             0.52252,            0.040538,           0.0031837,          0.00089095,            0.007584,            0.007584,            0.007584
                 153,            0.022057,           0.0036957,          0.00041396,             0.85343,             0.77537,              0.8057,             0.52484,            0.040528,            0.003076,          0.00089982,            0.007568,            0.007568,            0.007568
                 154,            0.021237,           0.0034463,           0.0004059,             0.88784,             0.75699,             0.81918,             0.53599,            0.040514,           0.0030916,          0.00076095,            0.007552,            0.007552,            0.007552
                 155,            0.021819,            0.003231,           0.0003679,             0.84797,             0.77459,             0.81277,             0.53629,            0.040555,           0.0030193,          0.00083772,            0.007536,            0.007536,            0.007536
                 156,            0.021859,           0.0037728,          0.00035298,             0.87495,             0.77439,             0.82839,             0.52767,            0.040548,           0.0031761,          0.00084468,             0.00752,             0.00752,             0.00752
                 157,            0.020968,           0.0032445,          0.00038759,             0.86516,             0.76211,             0.80633,             0.51386,               0.042,           0.0032375,          0.00087907,            0.007504,            0.007504,            0.007504
                 158,            0.020913,           0.0031858,          0.00031935,             0.89389,              0.7775,             0.82502,             0.52554,            0.041066,            0.003072,          0.00098712,            0.007488,            0.007488,            0.007488
                 159,            0.020379,           0.0026774,          0.00036242,             0.86367,             0.78592,             0.82483,             0.52825,             0.04132,           0.0029553,          0.00096332,            0.007472,            0.007472,            0.007472
                 160,            0.021404,           0.0029925,          0.00033385,             0.84061,             0.77081,             0.81972,             0.52392,             0.04017,           0.0029947,          0.00089438,            0.007456,            0.007456,            0.007456
                 161,            0.020831,           0.0034512,          0.00031515,             0.84862,             0.75964,               0.812,             0.51666,            0.040454,           0.0030043,           0.0010356,             0.00744,             0.00744,             0.00744
                 162,            0.021671,           0.0039617,          0.00036038,             0.88121,             0.76723,             0.83285,             0.52864,            0.040934,           0.0031129,          0.00084802,            0.007424,            0.007424,            0.007424
                 163,            0.020897,           0.0035784,          0.00034598,             0.87718,             0.76743,             0.82694,             0.53424,            0.040127,           0.0030225,          0.00081378,            0.007408,            0.007408,            0.007408
                 164,            0.020131,           0.0027363,          0.00031674,             0.83461,             0.76552,             0.83212,             0.53623,            0.040124,              0.0031,          0.00099013,            0.007392,            0.007392,            0.007392
                 165,            0.020837,           0.0029816,          0.00033054,             0.87848,             0.77756,             0.83275,             0.53956,            0.040262,           0.0032869,          0.00092616,            0.007376,            0.007376,            0.007376
                 166,            0.021507,           0.0038194,          0.00035054,             0.91015,             0.75457,             0.84145,             0.53325,            0.039974,           0.0031832,          0.00089201,             0.00736,             0.00736,             0.00736
                 167,            0.020985,           0.0032392,          0.00032797,             0.87297,             0.79015,             0.84099,             0.53811,            0.039629,           0.0031183,          0.00078361,            0.007344,            0.007344,            0.007344
                 168,            0.020626,           0.0034108,          0.00034259,             0.86571,             0.72196,             0.81309,              0.5186,             0.04123,           0.0031999,           0.0008113,            0.007328,            0.007328,            0.007328
                 169,            0.020847,           0.0036753,          0.00035403,             0.84676,             0.77205,             0.82525,             0.52652,            0.041071,           0.0031508,          0.00088212,            0.007312,            0.007312,            0.007312
                 170,            0.020962,           0.0032112,          0.00034492,             0.87642,             0.79101,             0.83212,             0.51487,            0.040053,           0.0031237,          0.00088167,            0.007296,            0.007296,            0.007296
                 171,            0.020658,           0.0032431,          0.00036662,             0.85898,             0.79417,             0.82438,             0.52295,            0.039858,           0.0032934,          0.00093094,             0.00728,             0.00728,             0.00728
                 172,            0.020817,           0.0033015,           0.0003355,             0.85229,             0.77024,             0.82043,             0.54327,            0.039852,           0.0031091,          0.00083921,            0.007264,            0.007264,            0.007264
                 173,            0.020458,           0.0040784,          0.00034943,             0.89647,             0.73353,               0.815,             0.52933,            0.040307,           0.0031605,          0.00090659,            0.007248,            0.007248,            0.007248
                 174,            0.020603,           0.0037045,          0.00034221,             0.88825,             0.73891,             0.82293,             0.54885,            0.039347,           0.0030683,          0.00089709,            0.007232,            0.007232,            0.007232
                 175,            0.020707,           0.0034323,          0.00027921,             0.86719,             0.76194,             0.83047,             0.53206,            0.040397,           0.0031461,           0.0010657,            0.007216,            0.007216,            0.007216
                 176,            0.020997,           0.0032686,          0.00032425,             0.85093,             0.78363,             0.82026,             0.53995,            0.039954,           0.0031259,          0.00073904,              0.0072,              0.0072,              0.0072
                 177,            0.020542,           0.0036294,          0.00031439,             0.86704,             0.78893,             0.83379,             0.53739,            0.040329,           0.0030729,          0.00076064,            0.007184,            0.007184,            0.007184
                 178,            0.020383,           0.0034973,          0.00034491,             0.89359,             0.74463,             0.82162,             0.52807,            0.039492,           0.0031357,          0.00087875,            0.007168,            0.007168,            0.007168
                 179,            0.021383,           0.0041791,          0.00035127,             0.88156,             0.78816,             0.84216,             0.54938,            0.039106,           0.0030975,          0.00075283,            0.007152,            0.007152,            0.007152
                 180,            0.020989,           0.0041546,          0.00031397,             0.85288,              0.7826,             0.83289,             0.53663,            0.040186,           0.0032332,          0.00083239,            0.007136,            0.007136,            0.007136
                 181,            0.019982,           0.0030803,          0.00031486,              0.8616,             0.76401,             0.82262,             0.53445,            0.039772,           0.0031756,          0.00086445,             0.00712,             0.00712,             0.00712
                 182,            0.020247,           0.0035394,          0.00031029,             0.87715,             0.77891,             0.82877,              0.5501,             0.03998,           0.0031393,          0.00082965,            0.007104,            0.007104,            0.007104
                 183,            0.019996,           0.0035699,          0.00033464,             0.83689,             0.77091,             0.80939,              0.5283,             0.04002,           0.0031827,           0.0007509,            0.007088,            0.007088,            0.007088
                 184,            0.019598,           0.0029511,          0.00027823,             0.85619,             0.78274,             0.80891,             0.52531,            0.040476,           0.0031765,            0.000815,            0.007072,            0.007072,            0.007072
                 185,             0.02008,           0.0034952,          0.00035581,             0.85455,             0.79892,              0.8193,             0.53626,            0.038982,           0.0031813,          0.00087333,            0.007056,            0.007056,            0.007056
                 186,            0.020119,           0.0034665,          0.00030841,             0.89462,             0.75927,             0.81898,             0.53964,            0.039338,           0.0031644,          0.00081896,             0.00704,             0.00704,             0.00704
                 187,            0.019404,           0.0032907,          0.00028622,             0.89694,              0.7637,             0.83516,             0.55057,            0.039291,            0.003152,          0.00075926,            0.007024,            0.007024,            0.007024
                 188,            0.020617,           0.0038043,          0.00031548,             0.90581,              0.7754,             0.84129,              0.5546,            0.038243,           0.0030282,          0.00085624,            0.007008,            0.007008,            0.007008
                 189,             0.01987,           0.0032348,          0.00030946,             0.91063,             0.77155,             0.82451,             0.54902,            0.039291,           0.0030231,          0.00072587,            0.006992,            0.006992,            0.006992
                 190,            0.020694,           0.0036323,          0.00034057,             0.90606,              0.7773,             0.81214,             0.54082,            0.039579,           0.0031158,          0.00073491,            0.006976,            0.006976,            0.006976
                 191,            0.020779,           0.0037145,          0.00031011,             0.87533,             0.76065,             0.80855,             0.54045,            0.039874,           0.0032835,          0.00089056,             0.00696,             0.00696,             0.00696
                 192,            0.020829,           0.0032249,          0.00027617,             0.87618,             0.77882,             0.83432,             0.54803,            0.039469,           0.0030385,          0.00087901,            0.006944,            0.006944,            0.006944
                 193,            0.020357,           0.0033921,          0.00030691,             0.85605,             0.75887,              0.8274,             0.53337,            0.040255,           0.0031297,          0.00088974,            0.006928,            0.006928,            0.006928
                 194,            0.019691,           0.0028698,          0.00028234,              0.8831,             0.75523,              0.8392,             0.54748,            0.039485,           0.0031618,          0.00087752,            0.006912,            0.006912,            0.006912
                 195,            0.020368,           0.0032554,          0.00029816,             0.86979,             0.78037,             0.83834,             0.54561,            0.039212,           0.0033917,           0.0008737,            0.006896,            0.006896,            0.006896
                 196,            0.019692,           0.0034689,          0.00033276,             0.86346,             0.80092,              0.8281,             0.53715,            0.040542,           0.0032934,          0.00077748,             0.00688,             0.00688,             0.00688
                 197,            0.020401,           0.0039411,          0.00031172,             0.86168,              0.7695,             0.81587,             0.53524,            0.040225,           0.0033505,          0.00075289,            0.006864,            0.006864,            0.006864
                 198,              0.0195,           0.0030184,          0.00028174,             0.84871,             0.75454,             0.83032,             0.54883,            0.040313,           0.0032566,          0.00088919,            0.006848,            0.006848,            0.006848
                 199,            0.019446,           0.0033601,           0.0003021,             0.87385,               0.775,             0.85292,             0.54743,            0.039799,           0.0031778,          0.00098041,            0.006832,            0.006832,            0.006832
                 200,            0.019253,           0.0031768,          0.00030121,             0.87212,             0.77269,             0.83667,             0.53809,            0.039837,           0.0032311,          0.00095516,            0.006816,            0.006816,            0.006816
                 201,            0.019843,           0.0033461,          0.00030835,             0.87191,             0.77861,             0.82823,             0.53955,            0.038799,           0.0033194,          0.00095029,              0.0068,              0.0068,              0.0068
                 202,            0.019758,           0.0033201,          0.00035468,              0.8815,             0.80161,             0.84199,             0.54281,            0.039756,           0.0032745,          0.00075396,            0.006784,            0.006784,            0.006784
                 203,            0.019206,           0.0026668,          0.00027991,             0.87234,             0.80329,              0.8334,             0.54177,            0.039094,           0.0033345,          0.00081172,            0.006768,            0.006768,            0.006768
                 204,            0.019892,           0.0030952,          0.00030701,              0.8748,              0.7931,             0.83099,             0.55036,            0.039147,           0.0032779,          0.00082479,            0.006752,            0.006752,            0.006752
                 205,             0.01873,           0.0029581,          0.00025832,             0.89033,             0.76461,             0.81776,             0.55198,            0.038602,           0.0033956,          0.00085263,            0.006736,            0.006736,            0.006736
                 206,              0.0194,           0.0033671,          0.00031051,             0.84245,             0.80844,             0.82153,             0.55189,            0.037751,           0.0033157,          0.00077198,             0.00672,             0.00672,             0.00672
                 207,            0.018576,           0.0026729,          0.00028961,             0.87037,             0.77507,             0.84149,             0.55645,            0.037183,            0.003167,          0.00077434,            0.006704,            0.006704,            0.006704
                 208,            0.019877,           0.0033893,          0.00032443,             0.87248,             0.78724,             0.85565,             0.55349,            0.037549,           0.0031807,          0.00078614,            0.006688,            0.006688,            0.006688
                 209,            0.019486,             0.00304,          0.00031896,             0.89541,             0.76966,             0.83546,             0.55229,            0.038129,            0.003341,          0.00077852,            0.006672,            0.006672,            0.006672
                 210,            0.019471,           0.0026773,          0.00027911,             0.90837,              0.7426,             0.81726,             0.53968,            0.039693,           0.0032888,          0.00093079,            0.006656,            0.006656,            0.006656
                 211,            0.018774,           0.0030498,          0.00027074,             0.84741,             0.79394,             0.81682,             0.53651,            0.039316,           0.0032837,           0.0011774,             0.00664,             0.00664,             0.00664
                 212,            0.018906,           0.0033962,          0.00028533,              0.9096,             0.72639,             0.82098,             0.53298,            0.040155,           0.0034195,           0.0011103,            0.006624,            0.006624,            0.006624
                 213,            0.019598,           0.0031597,           0.0002728,             0.84098,             0.78265,             0.84057,             0.54925,            0.039178,           0.0033205,          0.00092127,            0.006608,            0.006608,            0.006608
                 214,            0.019238,            0.003181,          0.00029605,             0.89725,             0.77256,             0.84546,             0.56327,            0.039548,           0.0032288,          0.00090145,            0.006592,            0.006592,            0.006592
                 215,            0.019515,           0.0031254,          0.00029868,             0.93155,             0.76822,             0.83963,              0.5473,            0.039515,           0.0032526,          0.00080662,            0.006576,            0.006576,            0.006576
                 216,            0.019719,            0.003164,          0.00032327,              0.9039,             0.75764,             0.82423,             0.55195,            0.039694,           0.0032171,          0.00096216,             0.00656,             0.00656,             0.00656
                 217,            0.019115,           0.0033714,          0.00032457,             0.89897,             0.76139,             0.83173,             0.55946,            0.040964,           0.0031986,          0.00092065,            0.006544,            0.006544,            0.006544
                 218,            0.018174,           0.0029326,          0.00029383,             0.89316,             0.77495,             0.81604,             0.54945,            0.039951,           0.0033908,          0.00086859,            0.006528,            0.006528,            0.006528
                 219,            0.019099,           0.0032137,          0.00028249,             0.85437,              0.7754,             0.82019,             0.55294,            0.040256,           0.0033843,          0.00082531,            0.006512,            0.006512,            0.006512
                 220,            0.018454,           0.0033331,          0.00028925,             0.88431,             0.75237,              0.8223,             0.54502,            0.039771,           0.0034287,          0.00085809,            0.006496,            0.006496,            0.006496
                 221,             0.01909,           0.0028448,          0.00025719,             0.85501,             0.76223,             0.80772,             0.54098,            0.040563,           0.0034105,           0.0008595,             0.00648,             0.00648,             0.00648
                 222,            0.019156,            0.002892,          0.00025625,             0.87302,             0.78811,             0.83765,             0.55165,            0.039678,           0.0032946,           0.0008087,            0.006464,            0.006464,            0.006464
                 223,            0.018475,           0.0031196,          0.00030325,             0.88317,             0.79471,             0.84402,             0.55691,            0.039061,           0.0031971,          0.00068609,            0.006448,            0.006448,            0.006448
                 224,            0.018744,             0.00304,          0.00026601,             0.87018,             0.79669,             0.84216,             0.55967,            0.038611,           0.0031985,           0.0008232,            0.006432,            0.006432,            0.006432
                 225,             0.01864,           0.0031438,          0.00024854,             0.88502,             0.80699,             0.84393,             0.55744,            0.039426,           0.0034421,          0.00098666,            0.006416,            0.006416,            0.006416
                 226,            0.018867,           0.0033878,          0.00026755,             0.84956,             0.79257,             0.83748,             0.54599,            0.039315,           0.0034778,          0.00096774,              0.0064,              0.0064,              0.0064
                 227,            0.018943,           0.0036469,          0.00028459,             0.87271,             0.75958,             0.81404,             0.53588,            0.040437,             0.00345,           0.0010891,            0.006384,            0.006384,            0.006384
                 228,            0.018596,           0.0028808,          0.00026009,             0.86484,             0.78056,             0.81813,             0.54077,            0.039982,           0.0035398,          0.00088383,            0.006368,            0.006368,            0.006368
                 229,            0.018685,           0.0030825,           0.0002979,             0.89092,             0.77011,             0.82171,             0.54511,            0.040451,           0.0035117,           0.0008566,            0.006352,            0.006352,            0.006352
                 230,            0.018519,           0.0027008,          0.00027759,             0.89746,             0.78119,             0.83542,             0.54303,            0.040218,           0.0032653,          0.00079073,            0.006336,            0.006336,            0.006336
                 231,            0.019511,           0.0030182,          0.00027248,             0.88771,             0.78072,             0.82669,             0.53435,            0.040387,           0.0032622,          0.00087589,             0.00632,             0.00632,             0.00632
                 232,            0.019128,           0.0030165,          0.00029518,             0.86769,             0.79881,             0.83303,             0.54203,            0.040024,           0.0032664,          0.00082366,            0.006304,            0.006304,            0.006304
                 233,            0.018608,           0.0030861,          0.00025461,             0.86408,             0.81002,              0.8258,             0.53928,            0.040544,           0.0031901,          0.00072773,            0.006288,            0.006288,            0.006288
                 234,            0.018497,             0.00305,           0.0002485,             0.84918,             0.80195,             0.82301,             0.53976,            0.040619,           0.0032274,          0.00083144,            0.006272,            0.006272,            0.006272
                 235,            0.018269,           0.0025477,          0.00027486,             0.88935,             0.76409,             0.80326,             0.53092,            0.041252,           0.0033957,          0.00077167,            0.006256,            0.006256,            0.006256
                 236,            0.018669,           0.0034346,          0.00026458,             0.89959,             0.73723,             0.80897,             0.53502,            0.041212,           0.0035121,          0.00089126,             0.00624,             0.00624,             0.00624
                 237,            0.018403,           0.0029317,          0.00028972,             0.88911,              0.7635,             0.81157,             0.53925,            0.041566,           0.0033852,            0.001163,            0.006224,            0.006224,            0.006224
                 238,            0.018541,           0.0031374,          0.00029769,             0.89549,             0.75397,             0.81362,             0.54997,             0.04121,           0.0033064,           0.0012083,            0.006208,            0.006208,            0.006208
                 239,            0.018889,           0.0036164,          0.00030869,             0.88973,             0.75354,             0.81843,             0.55359,            0.040634,           0.0033224,          0.00098261,            0.006192,            0.006192,            0.006192
                 240,            0.018404,           0.0031116,          0.00027553,             0.86536,             0.80695,             0.82939,             0.54633,            0.040227,           0.0033533,          0.00084749,            0.006176,            0.006176,            0.006176
                 241,            0.018203,           0.0027491,          0.00028364,             0.83127,             0.78406,             0.82969,             0.55306,            0.040637,           0.0032324,          0.00090457,             0.00616,             0.00616,             0.00616
                 242,            0.018957,           0.0031928,          0.00028316,             0.88912,             0.79233,             0.84305,             0.55627,            0.038924,           0.0032075,           0.0007611,            0.006144,            0.006144,            0.006144
                 243,            0.018983,           0.0031234,          0.00029671,             0.87561,             0.78152,             0.82402,             0.55604,            0.038654,           0.0034941,          0.00083822,            0.006128,            0.006128,            0.006128
                 244,            0.017713,           0.0029078,           0.0002705,             0.91067,             0.75853,             0.82807,             0.54385,            0.039633,           0.0033421,           0.0011268,            0.006112,            0.006112,            0.006112
                 245,             0.01811,           0.0030801,          0.00027277,             0.88654,              0.7694,             0.81901,             0.53485,            0.039142,           0.0033109,          0.00092748,            0.006096,            0.006096,            0.006096
                 246,            0.018596,           0.0028813,          0.00024623,             0.87809,             0.78606,             0.83453,             0.55018,            0.039043,           0.0035036,          0.00079756,             0.00608,             0.00608,             0.00608
                 247,            0.018099,           0.0025722,          0.00025775,             0.88037,             0.78901,             0.83197,             0.55564,            0.039068,           0.0036537,           0.0007322,            0.006064,            0.006064,            0.006064
                 248,            0.018238,           0.0032448,          0.00030738,             0.84022,             0.81138,             0.82495,             0.55165,            0.038654,           0.0035428,            0.000713,            0.006048,            0.006048,            0.006048
                 249,            0.018233,           0.0033809,           0.0002835,             0.86367,                 0.8,             0.82996,             0.55884,            0.038954,            0.003432,          0.00075808,            0.006032,            0.006032,            0.006032
                 250,            0.017816,           0.0023865,           0.0002505,             0.87044,             0.78324,             0.82981,             0.55496,            0.039131,           0.0034212,          0.00074239,            0.006016,            0.006016,            0.006016
                 251,            0.018154,           0.0028764,          0.00027728,             0.87516,             0.76111,             0.82671,             0.55614,            0.039192,           0.0034949,          0.00074916,               0.006,               0.006,               0.006
                 252,            0.018445,           0.0026162,          0.00025191,             0.87358,             0.75154,             0.82914,             0.55181,            0.038672,           0.0035344,          0.00080967,            0.005984,            0.005984,            0.005984
                 253,            0.018049,           0.0025341,          0.00024706,             0.87466,             0.78634,             0.83586,             0.55345,            0.038355,           0.0036044,          0.00077246,            0.005968,            0.005968,            0.005968
                 254,            0.018286,           0.0031246,          0.00026191,             0.86316,             0.76661,             0.82884,             0.55112,            0.038979,            0.003565,          0.00084363,            0.005952,            0.005952,            0.005952
                 255,            0.017874,           0.0031765,          0.00026928,             0.86661,              0.7603,             0.81588,              0.5432,            0.040206,           0.0036786,          0.00071645,            0.005936,            0.005936,            0.005936
                 256,            0.017564,            0.002319,          0.00024927,             0.85646,             0.79344,              0.8114,             0.53714,            0.040985,           0.0035115,          0.00064481,             0.00592,             0.00592,             0.00592
                 257,            0.018259,           0.0031223,           0.0002505,             0.87373,             0.80142,             0.82726,             0.54801,            0.040443,           0.0033541,          0.00078347,            0.005904,            0.005904,            0.005904
                 258,            0.018375,            0.002791,          0.00028949,             0.85514,             0.77473,             0.82651,             0.54993,             0.04046,           0.0032817,          0.00079615,            0.005888,            0.005888,            0.005888
                 259,            0.018405,           0.0030849,          0.00027943,             0.87426,             0.77821,             0.82894,             0.54505,            0.039794,           0.0035292,          0.00084714,            0.005872,            0.005872,            0.005872
                 260,            0.018229,           0.0031856,          0.00028662,              0.8647,             0.76682,              0.8263,             0.54614,            0.040154,           0.0035647,           0.0010425,            0.005856,            0.005856,            0.005856
                 261,            0.017994,           0.0026641,          0.00027088,             0.85882,             0.77313,             0.83019,              0.5466,            0.040273,           0.0034235,           0.0010124,             0.00584,             0.00584,             0.00584
                 262,            0.017578,           0.0029743,          0.00029547,             0.89973,             0.75801,             0.83652,             0.54778,             0.03968,            0.003427,           0.0010952,            0.005824,            0.005824,            0.005824
                 263,            0.018023,           0.0027698,          0.00027735,              0.8583,             0.77253,             0.81851,             0.55311,            0.039273,           0.0034719,          0.00080719,            0.005808,            0.005808,            0.005808
                 264,            0.017785,           0.0030414,          0.00029946,             0.85028,             0.78512,             0.82408,             0.55288,            0.039611,           0.0034549,          0.00079312,            0.005792,            0.005792,            0.005792
                 265,            0.018334,           0.0028556,          0.00021774,             0.88993,             0.73454,             0.82327,             0.55298,            0.039524,           0.0034692,          0.00087563,            0.005776,            0.005776,            0.005776
                 266,            0.017326,            0.002649,          0.00023774,             0.87398,             0.77428,             0.82459,             0.55565,            0.038624,           0.0035422,           0.0008696,             0.00576,             0.00576,             0.00576
                 267,            0.017887,           0.0029392,          0.00026615,             0.87423,              0.7739,             0.81968,             0.55133,            0.038686,           0.0035947,          0.00085822,            0.005744,            0.005744,            0.005744
                 268,            0.017372,           0.0023224,          0.00026606,             0.87994,             0.77788,             0.81911,             0.55413,            0.039666,           0.0035483,          0.00080025,            0.005728,            0.005728,            0.005728
                 269,             0.01749,           0.0028661,          0.00021156,              0.8778,             0.78861,             0.81952,             0.54331,            0.040375,           0.0034033,          0.00078285,            0.005712,            0.005712,            0.005712
                 270,            0.018205,           0.0033828,           0.0002435,             0.90799,             0.76486,             0.82302,             0.54585,            0.039954,           0.0034791,          0.00085365,            0.005696,            0.005696,            0.005696
                 271,             0.01733,           0.0028685,          0.00023778,             0.89156,             0.77619,             0.81638,             0.54568,            0.040242,           0.0034682,          0.00093588,             0.00568,             0.00568,             0.00568
                 272,            0.017599,           0.0027875,          0.00026668,             0.91328,             0.76368,             0.82537,             0.55807,            0.039847,           0.0034582,          0.00089192,            0.005664,            0.005664,            0.005664
                 273,            0.017999,           0.0026528,          0.00026946,             0.90609,             0.76195,             0.82705,             0.54118,            0.040184,           0.0035417,          0.00097296,            0.005648,            0.005648,            0.005648
                 274,            0.017515,           0.0028955,          0.00022832,             0.90086,             0.78148,             0.83243,             0.55423,             0.04022,           0.0034769,            0.000899,            0.005632,            0.005632,            0.005632
                 275,            0.017391,           0.0028241,          0.00026766,             0.87849,             0.78133,             0.81887,             0.54553,            0.040129,           0.0033967,          0.00080733,            0.005616,            0.005616,            0.005616
                 276,            0.017679,           0.0029969,           0.0002558,             0.88091,             0.74822,              0.8053,             0.53876,            0.039105,           0.0034947,          0.00095862,              0.0056,              0.0056,              0.0056
                 277,            0.017313,           0.0026832,           0.0002283,             0.90383,             0.76655,             0.81699,             0.53392,            0.039145,           0.0036115,          0.00097895,            0.005584,            0.005584,            0.005584
                 278,            0.017365,           0.0031295,          0.00026392,             0.87128,             0.77645,             0.81631,             0.52998,            0.039723,           0.0036106,          0.00087282,            0.005568,            0.005568,            0.005568
                 279,            0.018392,           0.0032842,          0.00028382,              0.8538,             0.80078,             0.81027,             0.52852,            0.040469,           0.0037107,          0.00087518,            0.005552,            0.005552,            0.005552
                 280,            0.017127,           0.0030919,          0.00024285,             0.87257,             0.78202,             0.81061,             0.53485,            0.040109,           0.0037035,          0.00091492,            0.005536,            0.005536,            0.005536
                 281,             0.01761,           0.0030129,          0.00026165,             0.88115,             0.77357,             0.81516,             0.53809,            0.039206,           0.0035952,           0.0010058,             0.00552,             0.00552,             0.00552
                 282,            0.017519,           0.0032306,          0.00029362,             0.82228,             0.77791,             0.80703,             0.53662,            0.039769,           0.0037122,          0.00096724,            0.005504,            0.005504,            0.005504
                 283,            0.017417,           0.0030604,          0.00024394,             0.87511,             0.73206,             0.80484,             0.53595,            0.039494,           0.0037984,          0.00093999,            0.005488,            0.005488,            0.005488
                 284,            0.017734,           0.0030741,          0.00026235,             0.85448,             0.77478,             0.81872,             0.54887,            0.038933,           0.0036124,          0.00092255,            0.005472,            0.005472,            0.005472
                 285,            0.017295,           0.0028031,          0.00022562,             0.85181,             0.76829,             0.81749,             0.54725,            0.038931,           0.0035711,          0.00087664,            0.005456,            0.005456,            0.005456
                 286,            0.017144,           0.0030409,          0.00026146,             0.86355,             0.75619,              0.8174,             0.55079,            0.039048,           0.0036508,          0.00092155,             0.00544,             0.00544,             0.00544
                 287,            0.017246,            0.003026,          0.00023439,             0.84328,             0.79005,             0.83371,             0.55651,            0.039557,             0.00354,          0.00086962,            0.005424,            0.005424,            0.005424
                 288,            0.017672,           0.0031404,          0.00025542,             0.90645,             0.73882,             0.82894,             0.55406,            0.040095,           0.0036211,           0.0009406,            0.005408,            0.005408,            0.005408
                 289,            0.017312,           0.0028001,          0.00024223,             0.87948,             0.75937,             0.82266,             0.54905,            0.040265,           0.0035528,          0.00099784,            0.005392,            0.005392,            0.005392
                 290,             0.01696,           0.0023063,          0.00023067,             0.85694,             0.76788,             0.82651,             0.55353,            0.039721,           0.0035329,          0.00090146,            0.005376,            0.005376,            0.005376
                 291,            0.017838,           0.0034112,          0.00027563,              0.8484,             0.76524,             0.82257,             0.55072,            0.039571,           0.0036531,          0.00088327,             0.00536,             0.00536,             0.00536
                 292,            0.017236,           0.0030975,          0.00025971,              0.8822,             0.75723,             0.80938,             0.54363,            0.040258,           0.0038004,          0.00089535,            0.005344,            0.005344,            0.005344
                 293,            0.017051,           0.0024458,          0.00023217,             0.87904,             0.76426,             0.80456,             0.54029,            0.039973,           0.0037597,          0.00084983,            0.005328,            0.005328,            0.005328
                 294,            0.017026,           0.0028502,          0.00022897,             0.84095,             0.77329,             0.81078,             0.54209,             0.03965,           0.0037711,          0.00085194,            0.005312,            0.005312,            0.005312
                 295,            0.016892,           0.0028173,            0.000275,             0.90078,             0.75942,             0.81948,              0.5435,             0.03936,           0.0038484,          0.00083882,            0.005296,            0.005296,            0.005296
                 296,            0.017187,           0.0030065,          0.00024783,             0.87608,             0.76296,             0.81762,             0.52965,            0.039109,           0.0038339,           0.0008546,             0.00528,             0.00528,             0.00528
                 297,            0.016643,           0.0029187,          0.00023027,             0.87976,             0.76932,              0.8244,             0.54983,             0.03935,           0.0037273,           0.0008599,            0.005264,            0.005264,            0.005264
                 298,            0.017068,           0.0027681,          0.00019589,             0.89415,             0.76676,             0.82811,             0.55284,            0.039738,           0.0036281,          0.00087235,            0.005248,            0.005248,            0.005248
                 299,            0.016582,           0.0027188,          0.00022649,             0.86978,             0.76792,             0.81315,             0.54927,            0.039622,           0.0036136,          0.00085388,            0.005232,            0.005232,            0.005232
                 300,            0.016903,           0.0028453,          0.00025496,             0.85787,             0.77043,             0.80909,             0.54823,            0.039818,           0.0036204,            0.000885,            0.005216,            0.005216,            0.005216
                 301,            0.016925,           0.0029553,          0.00027175,             0.86169,             0.76975,             0.82055,             0.55294,            0.039749,            0.003573,          0.00092809,              0.0052,              0.0052,              0.0052
                 302,            0.016797,           0.0028671,          0.00025712,             0.87932,             0.76314,             0.82843,             0.56259,            0.039258,           0.0035348,          0.00092489,            0.005184,            0.005184,            0.005184
                 303,            0.016796,           0.0028133,          0.00022044,             0.87245,             0.78222,             0.83261,             0.56056,             0.03887,           0.0035628,          0.00085688,            0.005168,            0.005168,            0.005168
                 304,            0.016726,           0.0029483,          0.00022421,             0.82971,             0.79389,             0.82459,             0.54898,            0.039085,            0.003681,           0.0009093,            0.005152,            0.005152,            0.005152
                 305,             0.01699,           0.0030842,          0.00024937,             0.82194,             0.79217,             0.81624,             0.54921,            0.039464,           0.0036789,          0.00085766,            0.005136,            0.005136,            0.005136
                 306,            0.016969,           0.0027087,          0.00023789,             0.88723,             0.74933,              0.8203,             0.54537,            0.039808,           0.0037016,          0.00085235,             0.00512,             0.00512,             0.00512
                 307,            0.017407,           0.0030301,          0.00024803,             0.86334,             0.75553,             0.81825,             0.54575,            0.039959,           0.0037521,          0.00081555,            0.005104,            0.005104,            0.005104
                 308,            0.016849,           0.0026339,          0.00023767,             0.84846,             0.78522,             0.82517,             0.54288,            0.040027,           0.0037168,          0.00085387,            0.005088,            0.005088,            0.005088
                 309,            0.016683,           0.0031569,          0.00022043,             0.82467,             0.80053,             0.82903,             0.55062,            0.040245,           0.0036458,          0.00083696,            0.005072,            0.005072,            0.005072
